paper_id,title,pdf_url,download_status,reason_if_failed,file_path
PE8942ACE08,STAN: Spatio-Temporal Attention Network for Next Location Recommendation,,not_downloaded,no open-access PDF URL in metadata,
P968DF000DA,Neural ranking models for document retrieval,https://arxiv.org/pdf/2102.11903v2,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
PE2F8D5BC0D,Neural Embedding-Based Metrics for Pre-retrieval Query Performance Prediction,,not_downloaded,no open-access PDF URL in metadata,
PD798720D1D,Is the Chen-Sbert Divergence a Metric?,https://arxiv.org/pdf/2101.06103v1,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P075B9D7D69,IITP@COLIEE 2019: Legal Information Retrieval using BM25 and BERT,https://arxiv.org/pdf/2104.08653v4,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
PEFD139039F,"GeoWINE: Geolocation based Wiki, Image,News and Event Retrieval",https://arxiv.org/pdf/2104.14994v2,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P506CFA85D0,Embedding Formulae and Text for Improved Math Retrieval,,not_downloaded,no open-access PDF URL in metadata,
P3D896A9255,ConvFiT: Conversational Fine-Tuning of Pretrained Language Models,https://aclanthology.org/2021.emnlp-main.88.pdf,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
PE4EF38582C,Cerise: Program Verification on a Capability Machine in the Presence of Untrusted Code,,not_downloaded,no open-access PDF URL in metadata,
P6C5BC795F9,Benchmarking Transformer-based Language Models for Arabic Sentiment and Sarcasm Detection,https://www.aclweb.org/anthology/2021.wanlp-1.3,not_downloaded,OA location host not in conservative download allowlist,
P3A6CCFF418,ARBERT & MARBERT: Deep Bidirectional Transformers for Arabic,https://aclanthology.org/2021.acl-long.551.pdf,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
PFE367D37F3,RoBERT – A Romanian BERT Model,https://aclanthology.org/2020.coling-main.581.pdf,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P86767E2D8E,Resources and benchmark corpora for hate speech detection: a systematic review,https://link.springer.com/content/pdf/10.1007/s10579-020-09502-8.pdf,not_downloaded,OA location host not in conservative download allowlist,
P122D788490,Proceedings of the 28th International Conference on Computational Linguistics,https://www.aclweb.org/anthology/2020.coling-main.0.pdf,not_downloaded,OA location host not in conservative download allowlist,
P03962110BB,IndoLEM and IndoBERT: A Benchmark Dataset and Pre-trained Language Model for Indonesian NLP,https://aclanthology.org/2020.coling-main.66.pdf,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P673C0BB8CB,How Does NLP Benefit Legal System: A Summary of Legal Artificial Intelligence,https://www.aclweb.org/anthology/2020.acl-main.466.pdf,not_downloaded,OA location host not in conservative download allowlist,
P1C1DD9F7CD,Spherical Text Embedding,https://arxiv.org/pdf/1911.01196v1,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P22FB5BE7E8,Smart radio environments empowered by reconfigurable AI meta-surfaces: an idea whose time has come,https://jwcn-eurasipjournals.springeropen.com/track/pdf/10.1186/s13638-019-1438-9,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P76754A0630,Neural embedding-based indices for semantic search,,not_downloaded,no open-access PDF URL in metadata,
P61B5D010BC,Machine Learning and Deep Learning frameworks and libraries for large-scale data mining: a survey,https://link.springer.com/content/pdf/10.1007/s10462-018-09679-z.pdf,not_downloaded,OA location host not in conservative download allowlist,
PE2E1CBEC0F,Local Parallel Cross Pattern: A Color Texture Descriptor for Image Retrieval,,not_downloaded,no open-access PDF URL in metadata,
PBA4CC4BCBB,Overcoming low-utility facets for complex answer retrieval,https://arxiv.org/pdf/1811.08772v1,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P6C12BEC4D8,Mixed Embeddedness Revisited: A Conclusion to the Symposium,https://pure.uva.nl/ws/files/31378064/8625_27965_1_PB.pdf,not_downloaded,OA location host not in conservative download allowlist,
PACA9BAEC9C,D. Vn Minorities Literature & Folklore,,not_downloaded,no open-access PDF URL in metadata,
P75886F7723,Clinical Natural Language Processing in languages other than English: opportunities and challenges,https://jbiomedsem.biomedcentral.com/counter/pdf/10.1186/s13326-018-0179-8,not_downloaded,OA location host not in conservative download allowlist,
PEA15F234ED,C. Vn Minorities Languages—Classification,,not_downloaded,no open-access PDF URL in metadata,
PACF35E44FC,A Comprehensive Overview on Stress Neurobiology: Basic Concepts and Clinical Implications,https://www.frontiersin.org/articles/10.3389/fnbeh.2018.00127/pdf,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
PE917FC923A,"Tokenizing, POS Tagging, Lemmatizing and Parsing UD 2.0 with UDPipe",https://www.aclweb.org/anthology/K17-3009.pdf,not_downloaded,OA location host not in conservative download allowlist,
P2278ECC8F0,Explicit Semantic Ranking for Academic Search via Knowledge Graph Embedding,,not_downloaded,no open-access PDF URL in metadata,
P6B90531C35,A Network-based End-to-End Trainable Task-oriented Dialogue System,https://www.aclweb.org/anthology/E17-1042.pdf,not_downloaded,OA location host not in conservative download allowlist,
PB625517E0A,LSTM-Based Predictions for Proactive Information Retrieval,https://arxiv.org/pdf/1606.06137v1,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P1A265EF00C,Dynamic Information Retrieval: Theoretical Framework and Application,https://arxiv.org/pdf/1601.04605v1,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
PAD45DCCE9E,Deep Learning Relevance: Creating Relevant Information (as Opposed to Retrieving it),https://arxiv.org/pdf/1606.07660v2,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P22AF8DF665,Fine-grained Opinion Mining with Recurrent Neural Networks and Word Embeddings,https://www.aclweb.org/anthology/D15-1168.pdf,not_downloaded,OA location host not in conservative download allowlist,
P90EC13793A,Click-through-based Deep Visual-Semantic Embedding for Image Search,,not_downloaded,no open-access PDF URL in metadata,
P8FFAC970ED,CLPsych 2015 Shared Task: Depression and PTSD on Twitter,https://aclanthology.org/W15-1204.pdf,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P963D9810A5,Bibliometric-enhanced Information Retrieval: 2nd International BIR Workshop,https://arxiv.org/pdf/1501.02646v1,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P69FF1C65DF,Editorial for the Bibliometric-enhanced Information Retrieval Workshop at ECIR 2014,https://arxiv.org/pdf/1404.7099v1,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
PD580725606,A Survey of Automated Text Simplification,http://thesai.org/Downloads/SpecialIssueNo9/Paper_9-A_Survey_of_Automated_Text_Simplification.pdf,not_downloaded,OA location host not in conservative download allowlist,
P483E315006,Semantic Jira - Semantic Expert Finder in the Bug Tracking Tool Jira,https://arxiv.org/pdf/1312.5150v1,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P8CDF9F15F9,3D shape retrieval using viewpoint information‐theoretic measures,,not_downloaded,no open-access PDF URL in metadata,
P034DD81DBE,Interactive Query Construction for Keyword Search on the Semantic Web,https://link.springer.com/content/pdf/10.1007/978-3-642-25008-8_5.pdf,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P421D706276,Animal Models of Dengue Virus Infection,https://www.mdpi.com/1999-4915/4/1/62/pdf?version=1431414677,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P94F27D0EDD,On the history of the isomorphism problem of dynamical systems with special regard to von Neumann's contribution,https://arxiv.org/pdf/1110.0625v1,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P6DEEC9049B,Natural Language Processing (almost) from Scratch,https://infoscience.epfl.ch/record/192375/files/Collobert_JMLR_2493--2537.pdf,not_downloaded,OA location host not in conservative download allowlist,
P444AE05262,Mining Parallel Documents across Web Sites,,not_downloaded,no open-access PDF URL in metadata,
P6E3B73D489,09101 Workshop Report - Interactive Information Retrieval,https://drops.dagstuhl.de/storage/16dagstuhl-seminar-proceedings/dsp-vol09101/DagSemProc.09101.2/DagSemProc.09101.2.pdf,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P47BA1513CF,09101 Abstracts Collection - Interactive Information Retrieval,https://drops.dagstuhl.de/storage/16dagstuhl-seminar-proceedings/dsp-vol09101/DagSemProc.09101.1/DagSemProc.09101.1.pdf,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
PEE3A445D71,Patient Adherence to Tuberculosis Treatment: A Systematic Review of Qualitative Research,https://journals.plos.org/plosmedicine/article/file?id=10.1371/journal.pmed.0040238&type=printable,not_downloaded,OA location host not in conservative download allowlist,
P3FF3211A01,Hella Nor Cal or Totally So Cal?,https://escholarship.org/uc/item/6492j904,not_downloaded,OA location host not in conservative download allowlist,
P4981F635CC,Cultural competence in mental health care: a review of model evaluations,https://bmchealthservres.biomedcentral.com/counter/pdf/10.1186/1472-6963-7-15,not_downloaded,OA location host not in conservative download allowlist,
P4B7717916A,Combining multimodal preferences for multimedia information retrieval,,not_downloaded,no open-access PDF URL in metadata,
P7CB80952C4,The Development of a Schema for the Annotation of Terms in the Biocaster Disease Detecting/Tracking System.,http://ceur-ws.org/Vol-222/krmed2006-p09.pdf,not_downloaded,OA location host not in conservative download allowlist,
PAEC91874E6,Mechanisms Underlying Coagulation Abnormalities in Ebola Hemorrhagic Fever: Overexpression of Tissue Factor in Primate Monocytes/Macrophages Is a Key Event,https://academic.oup.com/jid/article-pdf/188/11/1618/2563377/188-11-1618.pdf,not_downloaded,OA location host not in conservative download allowlist,
P21303C2193,Adaptive Systems for Multimedia Information Retrieval,https://link.springer.com/content/pdf/10.1007/978-3-540-25981-7_1.pdf,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P3FB2171B2A,Hierarchical Text Categorization Using Neural Networks,,not_downloaded,no open-access PDF URL in metadata,
P300020ECA8,Neural Network Agents for Learning Semantic Text Classification,,not_downloaded,no open-access PDF URL in metadata,
P8D8E0AA4CA,International news,,not_downloaded,no open-access PDF URL in metadata,
P48E763C889,"Towards Effective, Efficient and Explainable Neural Information Retrieval",,not_downloaded,no open-access PDF URL in metadata,
P2CCB5D193F,Supplemental Information 4: MTEB Integration script.,,not_downloaded,no open-access PDF URL in metadata,
P5663E2AEA8,Neural Networks for Content-Based Image Retrieval,,not_downloaded,no open-access PDF URL in metadata,
P940952F4CE,Neural Information Retrieval for AI and Beyond,,not_downloaded,no open-access PDF URL in metadata,
P7E6F8E6706,Kohonen Self-Organizing Map–An Artificial Neural Network,,not_downloaded,no open-access PDF URL in metadata,
P567CF1DDD2,Information Retrieval System Capabilities,,not_downloaded,no open-access PDF URL in metadata,
PC6C9F651DD,Fixation and Embedding,,not_downloaded,no open-access PDF URL in metadata,
PC9D3266F72,Figure 3: Calculating a sentence embedding vector.,,not_downloaded,no open-access PDF URL in metadata,
P57CE51B226,Figure 1: Simplest sentence embedding representation scheme.,,not_downloaded,no open-access PDF URL in metadata,
PADB4374EBA,APPENDIX,,not_downloaded,no open-access PDF URL in metadata,
